Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-04-24,IT,Italy,EURO,2646,189973,464,25549
2020-04-25,IT,Italy,EURO,3021,192994,420,25969
2020-04-26,IT,Italy,EURO,2357,195351,415,26384
2020-04-27,IT,Italy,EURO,2324,197675,260,26644
2020-04-28,IT,Italy,EURO,1739,199414,333,26977
2020-04-29,IT,Italy,EURO,2091,201505,382,27359
2020-04-30,IT,Italy,EURO,2086,203591,323,27682
2020-05-01,IT,Italy,EURO,1872,205463,285,27967
2020-05-02,IT,Italy,EURO,1965,207428,269,28236
2020-05-03,IT,Italy,EURO,1900,209328,474,28710
2020-05-04,IT,Italy,EURO,1389,210717,174,28884
2020-05-05,IT,Italy,EURO,1221,211938,195,29079
2020-05-06,IT,Italy,EURO,1075,213013,236,29315
2020-05-07,IT,Italy,EURO,1444,214457,369,29684
2020-05-08,IT,Italy,EURO,1401,215858,274,29958
2020-05-09,IT,Italy,EURO,1327,217185,243,30201
2020-05-10,IT,Italy,EURO,1083,218268,194,30395
2020-05-11,IT,Italy,EURO,802,219070,165,30560
2020-05-12,IT,Italy,EURO,744,219814,179,30739
2020-05-13,IT,Italy,EURO,1402,221216,172,30911
2020-05-14,IT,Italy,EURO,888,222104,195,31106
2020-05-15,IT,Italy,EURO,992,223096,262,31368
2020-05-16,IT,Italy,EURO,789,223885,242,31610
2020-05-17,IT,Italy,EURO,875,224760,153,31763
2020-05-18,IT,Italy,EURO,675,225435,145,31908
2020-05-19,IT,Italy,EURO,451,225886,99,32007
2020-05-20,IT,Italy,EURO,813,226699,162,32169
2020-05-21,IT,Italy,EURO,665,227364,161,32330
2020-05-22,IT,Italy,EURO,642,228006,156,32486
2020-05-23,IT,Italy,EURO,652,228658,130,32616
2020-05-24,IT,Italy,EURO,669,229327,119,32735
2020-05-25,IT,Italy,EURO,531,229858,50,32785
2020-05-26,IT,Italy,EURO,300,230158,92,32877
2020-05-27,IT,Italy,EURO,397,230555,78,32955
2020-05-28,IT,Italy,EURO,584,231139,117,33072
2020-05-29,IT,Italy,EURO,593,231732,70,33142
2020-05-30,IT,Italy,EURO,516,232248,87,33229
2020-05-31,IT,Italy,EURO,416,232664,111,33340
2020-06-01,IT,Italy,EURO,355,233019,75,33415
2020-06-02,IT,Italy,EURO,178,233197,60,33475
2020-06-03,IT,Italy,EURO,318,233515,55,33530
2020-06-04,IT,Italy,EURO,321,233836,71,33601
2020-06-05,IT,Italy,EURO,177,234013,88,33689
2020-06-06,IT,Italy,EURO,518,234531,85,33774
2020-06-07,IT,Italy,EURO,270,234801,72,33846
2020-06-08,IT,Italy,EURO,197,234998,53,33899
2020-06-09,IT,Italy,EURO,280,235278,65,33964
2020-06-10,IT,Italy,EURO,283,235561,79,34043
2020-06-11,IT,Italy,EURO,202,235763,71,34114
2020-06-12,IT,Italy,EURO,379,236142,53,34167
2020-06-13,IT,Italy,EURO,163,236305,56,34223
2020-06-14,IT,Italy,EURO,346,236651,78,34301
2020-06-15,IT,Italy,EURO,338,236989,44,34345
2020-06-16,IT,Italy,EURO,301,237290,26,34371
2020-06-17,IT,Italy,EURO,210,237500,34,34405
2020-06-18,IT,Italy,EURO,328,237828,43,34448
2020-06-19,IT,Italy,EURO,331,238159,66,34514
2020-06-20,IT,Italy,EURO,-148,238011,47,34561
2020-06-21,IT,Italy,EURO,264,238275,49,34610
2020-06-22,IT,Italy,EURO,224,238499,24,34634
2020-06-23,IT,Italy,EURO,221,238720,23,34657
2020-06-24,IT,Italy,EURO,113,238833,18,34675
2020-06-25,IT,Italy,EURO,577,239410,-31,34644
2020-06-26,IT,Italy,EURO,296,239706,34,34678
2020-06-27,IT,Italy,EURO,255,239961,30,34708
2020-06-28,IT,Italy,EURO,175,240136,8,34716
2020-06-29,IT,Italy,EURO,174,240310,22,34738
2020-06-30,IT,Italy,EURO,126,240436,6,34744
2020-07-01,IT,Italy,EURO,142,240578,23,34767
2020-07-02,IT,Italy,EURO,182,240760,21,34788
2020-07-03,IT,Italy,EURO,201,240961,30,34818
2020-07-04,IT,Italy,EURO,223,241184,15,34833
2020-07-05,IT,Italy,EURO,235,241419,21,34854
2020-07-06,IT,Italy,EURO,192,241611,7,34861
2020-07-07,IT,Italy,EURO,208,241819,8,34869
2020-07-08,IT,Italy,EURO,137,241956,30,34899
2020-07-09,IT,Italy,EURO,193,242149,15,34914
2020-07-10,IT,Italy,EURO,214,242363,12,34926
2020-07-11,IT,Italy,EURO,276,242639,12,34938
2020-07-12,IT,Italy,EURO,188,242827,7,34945
2020-07-13,IT,Italy,EURO,234,243061,9,34954
2020-07-14,IT,Italy,EURO,169,243230,13,34967
2020-07-15,IT,Italy,EURO,114,243344,17,34984
2020-07-16,IT,Italy,EURO,162,243506,13,34997
2020-07-17,IT,Italy,EURO,230,243736,20,35017
2020-07-18,IT,Italy,EURO,231,243967,11,35028
2020-07-19,IT,Italy,EURO,249,244216,14,35042
2020-07-20,IT,Italy,EURO,218,244434,3,35045
2020-07-21,IT,Italy,EURO,190,244624,13,35058
2020-07-22,IT,Italy,EURO,128,244752,15,35073
2020-07-23,IT,Italy,EURO,280,245032,9,35082
2020-07-24,IT,Italy,EURO,306,245338,10,35092
2020-07-25,IT,Italy,EURO,252,245590,5,35097
2020-07-26,IT,Italy,EURO,274,245864,5,35102
2020-07-27,IT,Italy,EURO,254,246118,5,35107
2020-07-28,IT,Italy,EURO,168,246286,5,35112
2020-07-29,IT,Italy,EURO,202,246488,11,35123
2020-07-30,IT,Italy,EURO,288,246776,6,35129
2020-07-31,IT,Italy,EURO,382,247158,3,35132
2020-08-01,IT,Italy,EURO,379,247537,9,35141
2020-08-02,IT,Italy,EURO,295,247832,5,35146
2020-08-03,IT,Italy,EURO,238,248070,8,35154
2020-08-04,IT,Italy,EURO,159,248229,12,35166
2020-08-05,IT,Italy,EURO,190,248419,5,35171
2020-08-06,IT,Italy,EURO,384,248803,10,35181
2020-08-07,IT,Italy,EURO,401,249204,6,35187
2020-08-08,IT,Italy,EURO,552,249756,3,35190
2020-08-09,IT,Italy,EURO,347,250103,13,35203
2020-08-10,IT,Italy,EURO,463,250566,2,35205
2020-08-11,IT,Italy,EURO,259,250825,4,35209
2020-08-12,IT,Italy,EURO,412,251237,6,35215
2020-08-13,IT,Italy,EURO,476,251713,10,35225
2020-08-14,IT,Italy,EURO,522,252235,6,35231
2020-08-15,IT,Italy,EURO,574,252809,3,35234
2020-08-16,IT,Italy,EURO,629,253438,158,35392
2020-08-17,IT,Italy,EURO,477,253915,4,35396
2020-08-18,IT,Italy,EURO,320,254235,4,35400
2020-08-19,IT,Italy,EURO,401,254636,5,35405
2020-08-20,IT,Italy,EURO,642,255278,7,35412
2020-08-21,IT,Italy,EURO,840,256118,6,35418
2020-08-22,IT,Italy,EURO,947,257065,9,35427
2020-08-23,IT,Italy,EURO,1071,258136,3,35430
2020-08-24,IT,Italy,EURO,1209,259345,7,35437
2020-08-25,IT,Italy,EURO,953,260298,4,35441
2020-08-26,IT,Italy,EURO,876,261174,4,35445
2020-08-27,IT,Italy,EURO,1366,262540,13,35458
2020-08-28,IT,Italy,EURO,1409,263949,5,35463
2020-08-29,IT,Italy,EURO,1460,265409,9,35472
2020-08-30,IT,Italy,EURO,1444,266853,1,35473
2020-08-31,IT,Italy,EURO,1365,268218,4,35477
2020-09-01,IT,Italy,EURO,996,269214,6,35483
2020-09-02,IT,Italy,EURO,975,270189,8,35491
2020-09-03,IT,Italy,EURO,1326,271515,6,35497
2020-09-04,IT,Italy,EURO,1397,272912,10,35507
2020-09-05,IT,Italy,EURO,1732,274644,11,35518
2020-09-06,IT,Italy,EURO,1694,276338,16,35534
2020-09-07,IT,Italy,EURO,1296,277634,7,35541
2020-09-08,IT,Italy,EURO,1150,278784,12,35553
2020-09-09,IT,Italy,EURO,1369,280153,10,35563
2020-09-10,IT,Italy,EURO,1430,281583,14,35577
2020-09-11,IT,Italy,EURO,1597,283180,10,35587
2020-09-12,IT,Italy,EURO,1616,284796,10,35597
2020-09-13,IT,Italy,EURO,1501,286297,6,35603
2020-09-14,IT,Italy,EURO,1456,287753,7,35610
2020-09-15,IT,Italy,EURO,1008,288761,14,35624
2020-09-16,IT,Italy,EURO,1229,289990,9,35633
2020-09-17,IT,Italy,EURO,1452,291442,12,35645
2020-09-18,IT,Italy,EURO,1583,293025,13,35658
2020-09-19,IT,Italy,EURO,1907,294932,10,35668
2020-09-20,IT,Italy,EURO,1637,296569,24,35692
2020-09-21,IT,Italy,EURO,1587,298156,15,35707
2020-09-22,IT,Italy,EURO,1350,299506,17,35724
2020-09-23,IT,Italy,EURO,1391,300897,14,35738
2020-09-24,IT,Italy,EURO,1640,302537,20,35758
2020-09-25,IT,Italy,EURO,1786,304323,23,35781
2020-09-26,IT,Italy,EURO,1912,306235,20,35801
2020-09-27,IT,Italy,EURO,1869,308104,17,35818
2020-09-28,IT,Italy,EURO,1766,309870,17,35835
2020-09-29,IT,Italy,EURO,1494,311364,16,35851
2020-09-30,IT,Italy,EURO,1647,313011,24,35875
2020-10-01,IT,Italy,EURO,1850,314861,19,35894
2020-10-02,IT,Italy,EURO,2548,317409,24,35918
2020-10-03,IT,Italy,EURO,2499,319908,23,35941
2020-10-04,IT,Italy,EURO,2843,322751,27,35968
2020-10-05,IT,Italy,EURO,2578,325329,18,35986
2020-10-06,IT,Italy,EURO,2257,327586,16,36002
2020-10-07,IT,Italy,EURO,2677,330263,28,36030
2020-10-08,IT,Italy,EURO,3677,333940,31,36061
2020-10-09,IT,Italy,EURO,4458,338398,22,36083
2020-10-10,IT,Italy,EURO,5372,343770,28,36111
2020-10-11,IT,Italy,EURO,5724,349494,29,36140
2020-10-12,IT,Italy,EURO,5456,354950,26,36166
2020-10-13,IT,Italy,EURO,4619,359569,39,36205
2020-10-14,IT,Italy,EURO,5898,365467,41,36246
2020-10-15,IT,Italy,EURO,7332,372799,43,36289
2020-10-16,IT,Italy,EURO,8803,381602,83,36372
2020-10-17,IT,Italy,EURO,10009,391611,55,36427
2020-10-18,IT,Italy,EURO,10925,402536,47,36474
2020-10-19,IT,Italy,EURO,11705,414241,69,36543
2020-10-20,IT,Italy,EURO,9337,423578,73,36616
2020-10-21,IT,Italy,EURO,10871,434449,89,36705
2020-10-22,IT,Italy,EURO,15199,449648,127,36832
2020-10-23,IT,Italy,EURO,16078,465726,136,36968
2020-10-24,IT,Italy,EURO,19143,484869,91,37059
2020-10-25,IT,Italy,EURO,19640,504509,151,37210
2020-10-26,IT,Italy,EURO,21273,525782,128,37338
2020-10-27,IT,Italy,EURO,17007,542789,141,37479
2020-10-28,IT,Italy,EURO,21989,564778,221,37700
2020-10-29,IT,Italy,EURO,24988,589766,205,37905
2020-10-30,IT,Italy,EURO,26829,616595,217,38122
2020-10-31,IT,Italy,EURO,31079,647674,199,38321
2020-11-01,IT,Italy,EURO,31756,679430,297,38618
2020-11-02,IT,Italy,EURO,29905,709335,208,38826
2020-11-03,IT,Italy,EURO,22253,731588,233,39059
2020-11-04,IT,Italy,EURO,28241,759829,353,39412
2020-11-05,IT,Italy,EURO,30548,790377,352,39764
2020-11-06,IT,Italy,EURO,34502,824879,428,40192
2020-11-07,IT,Italy,EURO,37802,862681,446,40638
2020-11-08,IT,Italy,EURO,39809,902490,425,41063
2020-11-09,IT,Italy,EURO,32614,935104,331,41394
2020-11-10,IT,Italy,EURO,25269,960373,356,41750
2020-11-11,IT,Italy,EURO,35090,995463,580,42330
2020-11-12,IT,Italy,EURO,32961,1028424,623,42953
2020-11-13,IT,Italy,EURO,37977,1066401,636,43589
2020-11-14,IT,Italy,EURO,40902,1107303,550,44139
2020-11-15,IT,Italy,EURO,37249,1144552,544,44683
2020-11-16,IT,Italy,EURO,33977,1178529,546,45229
2020-11-17,IT,Italy,EURO,27352,1205881,504,45733
2020-11-18,IT,Italy,EURO,32191,1238072,731,46464
2020-11-19,IT,Italy,EURO,34280,1272352,753,47217
2020-11-20,IT,Italy,EURO,36176,1308528,653,47870
2020-11-21,IT,Italy,EURO,37239,1345767,699,48569
2020-11-22,IT,Italy,EURO,34764,1380531,692,49261
2020-11-23,IT,Italy,EURO,28337,1408868,562,49823
2020-11-24,IT,Italy,EURO,22927,1431795,630,50453
2020-11-25,IT,Italy,EURO,23227,1455022,853,51306
2020-11-26,IT,Italy,EURO,25852,1480874,722,52028
2020-11-27,IT,Italy,EURO,29001,1509875,822,52850
2020-11-28,IT,Italy,EURO,28342,1538217,827,53677
2020-11-29,IT,Italy,EURO,26315,1564532,686,54363
2020-11-30,IT,Italy,EURO,20646,1585178,541,54904
2020-12-01,IT,Italy,EURO,16376,1601554,672,55576
2020-12-02,IT,Italy,EURO,19347,1620901,785,56361
2020-12-03,IT,Italy,EURO,20709,1641610,684,57045
2020-12-04,IT,Italy,EURO,23219,1664829,993,58038
2020-12-05,IT,Italy,EURO,24110,1688939,814,58852
2020-12-06,IT,Italy,EURO,21052,1709991,662,59514
2020-12-07,IT,Italy,EURO,18887,1728878,564,60078
2020-12-08,IT,Italy,EURO,13679,1742557,528,60606
2020-12-09,IT,Italy,EURO,14837,1757394,634,61240
2020-12-10,IT,Italy,EURO,12755,1770149,499,61739
2020-12-11,IT,Italy,EURO,16998,1787147,887,62626
2020-12-12,IT,Italy,EURO,18726,1805873,761,63387
2020-12-13,IT,Italy,EURO,19902,1825775,649,64036
2020-12-14,IT,Italy,EURO,17937,1843712,484,64520
2020-12-15,IT,Italy,EURO,12025,1855737,491,65011
2020-12-16,IT,Italy,EURO,14839,1870576,846,65857
2020-12-17,IT,Italy,EURO,17568,1888144,680,66537
2020-12-18,IT,Italy,EURO,18233,1906377,683,67220
2020-12-19,IT,Italy,EURO,15401,1921778,674,67894
2020-12-20,IT,Italy,EURO,16305,1938083,553,68447
2020-12-21,IT,Italy,EURO,15102,1953185,352,68799
2020-12-22,IT,Italy,EURO,10869,1964054,415,69214
2020-12-23,IT,Italy,EURO,13316,1977370,628,69842
2020-12-24,IT,Italy,EURO,13908,1991278,553,70395
2020-12-25,IT,Italy,EURO,18039,2009317,505,70900
2020-12-26,IT,Italy,EURO,19037,2028354,459,71359
2020-12-27,IT,Italy,EURO,10405,2038759,261,71620
2020-12-28,IT,Italy,EURO,8937,2047696,305,71925
2020-12-29,IT,Italy,EURO,8581,2056277,445,72370
2020-12-30,IT,Italy,EURO,11210,2067487,659,73029
2020-12-31,IT,Italy,EURO,16202,2083689,575,73604
2021-01-01,IT,Italy,EURO,23477,2107166,555,74159
2021-01-02,IT,Italy,EURO,22210,2129376,462,74621
2021-01-03,IT,Italy,EURO,11825,2141201,364,74985
2021-01-04,IT,Italy,EURO,14245,2155446,347,75332
2021-01-05,IT,Italy,EURO,10798,2166244,348,75680
2021-01-06,IT,Italy,EURO,15375,2181619,649,76329
2021-01-07,IT,Italy,EURO,20326,2201945,548,76877
2021-01-08,IT,Italy,EURO,18416,2220361,414,77291
2021-01-09,IT,Italy,EURO,17529,2237890,620,77911
2021-01-10,IT,Italy,EURO,19976,2257866,483,78394
2021-01-11,IT,Italy,EURO,18625,2276491,361,78755
2021-01-12,IT,Italy,EURO,12530,2289021,448,79203
2021-01-13,IT,Italy,EURO,14242,2303263,616,79819
2021-01-14,IT,Italy,EURO,15773,2319036,507,80326
2021-01-15,IT,Italy,EURO,17243,2336279,522,80848
2021-01-16,IT,Italy,EURO,16144,2352423,477,81325
2021-01-17,IT,Italy,EURO,16310,2368733,475,81800
2021-01-18,IT,Italy,EURO,12544,2381277,377,82177
2021-01-19,IT,Italy,EURO,8825,2390102,377,82554
2021-01-20,IT,Italy,EURO,10496,2400598,603,83157
2021-01-21,IT,Italy,EURO,13568,2414166,524,83681
2021-01-22,IT,Italy,EURO,14055,2428221,521,84202
2021-01-23,IT,Italy,EURO,13633,2441854,472,84674
2021-01-24,IT,Italy,EURO,13331,2455185,488,85162
2021-01-25,IT,Italy,EURO,11628,2466813,299,85461
2021-01-26,IT,Italy,EURO,8559,2475372,420,85881
2021-01-27,IT,Italy,EURO,10584,2485956,541,86422
2021-01-28,IT,Italy,EURO,15191,2501147,467,86889
2021-01-29,IT,Italy,EURO,14360,2515507,492,87381
2021-01-30,IT,Italy,EURO,13563,2529070,477,87858
2021-01-31,IT,Italy,EURO,12713,2541783,421,88279
2021-02-01,IT,Italy,EURO,11249,2553032,237,88516
2021-02-02,IT,Italy,EURO,7925,2560957,329,88845
2021-02-03,IT,Italy,EURO,9651,2570608,499,89344
2021-02-04,IT,Italy,EURO,13182,2583790,476,89820
2021-02-05,IT,Italy,EURO,13656,2597446,421,90241
2021-02-06,IT,Italy,EURO,14213,2611659,377,90618
2021-02-07,IT,Italy,EURO,13439,2625098,385,91003
2021-02-08,IT,Italy,EURO,11640,2636738,270,91273
2021-02-09,IT,Italy,EURO,7969,2644707,307,91580
2021-02-10,IT,Italy,EURO,10612,2655319,422,92002
2021-02-11,IT,Italy,EURO,12947,2668266,336,92338
2021-02-12,IT,Italy,EURO,15137,2683403,391,92729
2021-02-13,IT,Italy,EURO,13893,2697296,316,93045
2021-02-14,IT,Italy,EURO,13523,2710819,311,93356
2021-02-15,IT,Italy,EURO,11060,2721879,221,93577
2021-02-16,IT,Italy,EURO,7344,2729223,258,93835
2021-02-17,IT,Italy,EURO,10368,2739591,336,94171
2021-02-18,IT,Italy,EURO,12066,2751657,369,94540
2021-02-19,IT,Italy,EURO,13755,2765412,347,94887
2021-02-20,IT,Italy,EURO,15470,2780882,348,95235
2021-02-21,IT,Italy,EURO,14914,2795796,251,95486
2021-02-22,IT,Italy,EURO,13450,2809246,232,95718
2021-02-23,IT,Italy,EURO,9617,2818863,274,95992
2021-02-24,IT,Italy,EURO,13299,2832162,356,96348
2021-02-25,IT,Italy,EURO,16402,2848564,318,96666
2021-02-26,IT,Italy,EURO,19871,2868435,308,96974
2021-02-27,IT,Italy,EURO,20488,2888923,253,97227
2021-02-28,IT,Italy,EURO,18902,2907825,280,97507
2021-03-01,IT,Italy,EURO,17440,2925265,192,97699
2021-03-02,IT,Italy,EURO,13106,2938371,246,97945
2021-03-03,IT,Italy,EURO,17063,2955434,343,98288
2021-03-04,IT,Italy,EURO,20840,2976274,347,98635
2021-03-05,IT,Italy,EURO,22845,2999119,339,98974
2021-03-06,IT,Italy,EURO,24010,3023129,297,99271
2021-03-07,IT,Italy,EURO,23633,3046762,307,99578
2021-03-08,IT,Italy,EURO,20724,3067486,207,99785
2021-03-09,IT,Italy,EURO,13882,3081368,318,100103
2021-03-10,IT,Italy,EURO,19725,3101093,376,100479
2021-03-11,IT,Italy,EURO,22275,3123368,332,100811
2021-03-12,IT,Italy,EURO,25649,3149017,373,101184
2021-03-13,IT,Italy,EURO,26790,3175807,380,101564
2021-03-14,IT,Italy,EURO,26031,3201838,317,101881
2021-03-15,IT,Italy,EURO,21304,3223142,264,102145
2021-03-16,IT,Italy,EURO,15252,3238394,354,102499
2021-03-17,IT,Italy,EURO,20376,3258770,502,103001
2021-03-18,IT,Italy,EURO,23040,3281810,431,103432
2021-03-19,IT,Italy,EURO,24901,3306711,423,103855
2021-03-20,IT,Italy,EURO,25707,3332418,386,104241
2021-03-21,IT,Italy,EURO,23913,3356331,401,104642
2021-03-22,IT,Italy,EURO,20045,3376376,300,104942
2021-03-23,IT,Italy,EURO,24501,3400877,386,105328
2021-03-24,IT,Italy,EURO,18739,3419616,551,105879
2021-03-25,IT,Italy,EURO,21246,3440862,460,106339
2021-03-26,IT,Italy,EURO,23681,3464543,460,106799
2021-03-27,IT,Italy,EURO,24076,3488619,457,107256
2021-03-28,IT,Italy,EURO,23834,3512453,380,107636
2021-03-29,IT,Italy,EURO,19604,3532057,297,107933
2021-03-30,IT,Italy,EURO,12900,3544957,417,108350
2021-03-31,IT,Italy,EURO,16055,3561012,529,108879
2021-04-01,IT,Italy,EURO,23887,3584899,467,109346
2021-04-02,IT,Italy,EURO,22184,3607083,501,109847
2021-04-03,IT,Italy,EURO,21917,3629000,481,110328
2021-04-04,IT,Italy,EURO,21247,3650247,376,110704
2021-04-05,IT,Italy,EURO,18017,3668264,326,111030
2021-04-06,IT,Italy,EURO,10680,3678944,296,111326
2021-04-07,IT,Italy,EURO,7763,3686707,421,111747
2021-04-08,IT,Italy,EURO,13686,3700393,627,112374
2021-04-09,IT,Italy,EURO,17209,3717602,487,112861
2021-04-10,IT,Italy,EURO,18924,3736526,718,113579
2021-04-11,IT,Italy,EURO,17551,3754077,344,113923
2021-04-12,IT,Italy,EURO,15737,3769814,331,114254
2021-04-13,IT,Italy,EURO,9780,3779594,358,114612
2021-04-14,IT,Italy,EURO,13439,3793033,476,115088
2021-04-15,IT,Italy,EURO,16160,3809193,469,115557
2021-04-16,IT,Italy,EURO,16963,3826156,380,115937
2021-04-17,IT,Italy,EURO,15923,3842079,429,116366
2021-04-18,IT,Italy,EURO,15364,3857443,310,116676
2021-04-19,IT,Italy,EURO,12688,3870131,251,116927
2021-04-20,IT,Italy,EURO,8863,3878994,316,117243
2021-04-21,IT,Italy,EURO,12069,3891063,390,117633
2021-04-22,IT,Italy,EURO,13836,3904899,364,117997
2021-04-23,IT,Italy,EURO,16046,3920945,360,118357
2021-04-24,IT,Italy,EURO,14758,3935703,342,118699
2021-04-25,IT,Italy,EURO,13814,3949517,322,119021
2021-04-26,IT,Italy,EURO,13157,3962674,217,119238
2021-04-27,IT,Italy,EURO,8440,3971114,301,119539
2021-04-28,IT,Italy,EURO,10398,3981512,373,119912
2021-04-29,IT,Italy,EURO,13382,3994894,344,120256
2021-04-30,IT,Italy,EURO,14314,4009208,288,120544
2021-05-01,IT,Italy,EURO,13445,4022653,263,120807
2021-05-02,IT,Italy,EURO,12964,4035617,226,121033
2021-05-03,IT,Italy,EURO,9145,4044762,144,121177
2021-05-04,IT,Italy,EURO,5946,4050708,256,121433
2021-05-05,IT,Italy,EURO,9113,4059821,305,121738
2021-05-06,IT,Italy,EURO,10579,4070400,267,122005
2021-05-07,IT,Italy,EURO,11798,4082198,258,122263
2021-05-08,IT,Italy,EURO,10549,4092747,207,122470
2021-05-09,IT,Italy,EURO,10174,4102921,224,122694
2021-05-10,IT,Italy,EURO,8289,4111210,139,122833
2021-05-11,IT,Italy,EURO,5077,4116287,198,123031
2021-05-12,IT,Italy,EURO,6943,4123230,251,123282
2021-05-13,IT,Italy,EURO,7848,4131078,262,123544
2021-05-14,IT,Italy,EURO,8082,4139160,201,123745
2021-05-15,IT,Italy,EURO,7562,4146722,182,123927
2021-05-16,IT,Italy,EURO,6652,4153374,136,124063
2021-05-17,IT,Italy,EURO,5748,4159122,93,124156
2021-05-18,IT,Italy,EURO,3454,4162576,140,124296
2021-05-19,IT,Italy,EURO,4449,4167025,201,124497
2021-05-20,IT,Italy,EURO,5500,4172525,149,124646
2021-05-21,IT,Italy,EURO,5736,4178261,164,124810
2021-05-22,IT,Italy,EURO,5215,4183476,218,125028
2021-05-23,IT,Italy,EURO,4714,4188190,125,125153
2021-05-24,IT,Italy,EURO,3993,4192183,72,125225
2021-05-25,IT,Italy,EURO,2489,4194672,110,125335
2021-05-26,IT,Italy,EURO,3220,4197892,166,125501
2021-05-27,IT,Italy,EURO,3935,4201827,121,125622
2021-05-28,IT,Italy,EURO,4143,4205970,171,125793
2021-05-29,IT,Italy,EURO,3737,4209707,126,125919
2021-05-30,IT,Italy,EURO,3348,4213055,83,126002
2021-05-31,IT,Italy,EURO,2948,4216003,44,126046
2021-06-01,IT,Italy,EURO,1818,4217821,82,126128
2021-06-02,IT,Italy,EURO,2483,4220304,93,126221
2021-06-03,IT,Italy,EURO,2896,4223200,62,126283
2021-06-04,IT,Italy,EURO,1963,4225163,59,126342
2021-06-05,IT,Italy,EURO,2556,4227719,73,126415
2021-06-06,IT,Italy,EURO,2434,4230153,57,126472
2021-06-07,IT,Italy,EURO,2275,4232428,51,126523
2021-06-08,IT,Italy,EURO,1270,4233698,65,126588
2021-06-09,IT,Italy,EURO,1894,4235592,102,126690
2021-06-10,IT,Italy,EURO,2198,4237790,77,126767
2021-06-11,IT,Italy,EURO,2078,4239868,88,126855
2021-06-12,IT,Italy,EURO,1892,4241760,69,126924
2021-06-13,IT,Italy,EURO,1722,4243482,52,126976
2021-06-14,IT,Italy,EURO,1390,4244872,26,127002
2021-06-15,IT,Italy,EURO,907,4245779,36,127038
2021-06-16,IT,Italy,EURO,1253,4247032,63,127101
2021-06-17,IT,Italy,EURO,1400,4248432,52,127153
2021-06-18,IT,Italy,EURO,1323,4249755,37,127190
2021-06-19,IT,Italy,EURO,1147,4250902,35,127225
2021-06-20,IT,Italy,EURO,1193,4252095,28,127253
2021-06-21,IT,Italy,EURO,881,4252976,17,127270
2021-06-22,IT,Italy,EURO,484,4253460,21,127291
2021-06-23,IT,Italy,EURO,834,4254294,31,127322
2021-06-24,IT,Italy,EURO,1140,4255434,30,127352
2021-06-25,IT,Italy,EURO,266,4255700,10,127362
2021-06-26,IT,Italy,EURO,751,4256451,56,127418
2021-06-27,IT,Italy,EURO,838,4257289,40,127458
2021-06-28,IT,Italy,EURO,780,4258069,14,127472
2021-06-29,IT,Italy,EURO,387,4258456,28,127500
2021-06-30,IT,Italy,EURO,677,4259133,42,127542
2021-07-01,IT,Italy,EURO,776,4259909,24,127566
2021-07-02,IT,Italy,EURO,879,4260788,21,127587
2021-07-03,IT,Italy,EURO,794,4261582,28,127615
2021-07-04,IT,Italy,EURO,929,4262511,22,127637
2021-07-05,IT,Italy,EURO,806,4263317,12,127649
2021-07-06,IT,Italy,EURO,480,4263797,31,127680
2021-07-07,IT,Italy,EURO,907,4264704,24,127704
2021-07-08,IT,Italy,EURO,1010,4265714,14,127718
2021-07-09,IT,Italy,EURO,1391,4267105,13,127731
2021-07-10,IT,Italy,EURO,1386,4268491,25,127756
2021-07-11,IT,Italy,EURO,1394,4269885,12,127768
2021-07-12,IT,Italy,EURO,1391,4271276,7,127775
2021-07-13,IT,Italy,EURO,887,4272163,13,127788
2021-07-14,IT,Italy,EURO,1530,4273693,20,127808
2021-07-15,IT,Italy,EURO,2153,4275846,23,127831
2021-07-16,IT,Italy,EURO,2473,4278319,9,127840
2021-07-17,IT,Italy,EURO,2895,4281214,11,127851
2021-07-18,IT,Italy,EURO,3118,4284332,13,127864
2021-07-19,IT,Italy,EURO,3126,4287458,3,127867
2021-07-20,IT,Italy,EURO,2070,4289528,7,127874
2021-07-21,IT,Italy,EURO,3555,4293083,10,127884
2021-07-22,IT,Italy,EURO,4254,4297337,21,127905
2021-07-23,IT,Italy,EURO,5056,4302393,15,127920
2021-07-24,IT,Italy,EURO,5142,4307535,17,127937
2021-07-25,IT,Italy,EURO,5138,4312673,5,127942
2021-07-26,IT,Italy,EURO,4742,4317415,7,127949
2021-07-27,IT,Italy,EURO,3115,4320530,22,127971
2021-07-28,IT,Italy,EURO,4516,4325046,24,127995
2021-07-29,IT,Italy,EURO,5693,4330739,15,128010
2021-07-30,IT,Italy,EURO,6167,4336906,19,128029
2021-07-31,IT,Italy,EURO,6613,4343519,18,128047
2021-08-01,IT,Italy,EURO,6509,4350028,16,128063
2021-08-02,IT,Italy,EURO,5320,4355348,5,128068
2021-08-03,IT,Italy,EURO,3185,4358533,20,128088
2021-08-04,IT,Italy,EURO,4841,4363374,27,128115
2021-08-05,IT,Italy,EURO,6590,4369964,21,128136
2021-08-06,IT,Italy,EURO,7224,4377188,27,128163
2021-08-07,IT,Italy,EURO,6599,4383787,24,128187
2021-08-08,IT,Italy,EURO,6897,4390684,22,128209
2021-08-09,IT,Italy,EURO,5733,4396417,11,128220
2021-08-10,IT,Italy,EURO,4200,4400617,22,128242
2021-08-11,IT,Italy,EURO,5624,4406241,31,128273
